public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,PEG_trailing_Median,bm_Median,CAPEI_Median,divyield_Median,evm_Median,pcf_Median,pe_exi_Median,pe_inc_Median,pe_op_basic_Median,pe_op_dil_Median,ps_Median,ptb_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median
20071231,Industrials,592,0.002362,-0.004381,0.014,0.439,0.435,21.847,1.48%,9.572,9.745,15.143,15.138,15.095,15.349,0.971,2.055,0.345,0.311,0.123,0.123,0.099,0.276,0.044,0.078,0.111,0.138,0.214,0.065,0.135,0.143,0.117,0.224,0.768,0.224,0.291,0.257,0.408,0.608,0.351,0.146,0.136,0.076,0.119,0.562,0.539,1.074,0.261,0.088,0.073,0.269,2.744,0.96,0.505,0.19,0.379,4.573,5.986,73.455,0.299,1.983,1.437,1.178,5.441,10.22,6.404,2.477,1.828,5.349,0.036,0,0,0
20071231,Information Technology,830,-0.005401,0.014242,0,0.307,0.402,10.433,1.38%,11.81,11.837,14.956,14.121,15.545,16.133,1.868,2.221,0.288,0.377,0.051,0.048,0.007,0.482,0.027,0.035,0.077,0.05,0.073,0.035,0.074,0.051,0.048,0.008,0.982,0.008,0.039,0.079,0.245,0.741,0.313,0.169,0.907,0.068,0.286,0.291,0.805,0,0.007,0.116,0.082,0.023,4.907,0.508,0.344,0.025,0.152,2.775,3.172,71.093,1.303,2.541,2.179,0.819,4.93,7.693,5.857,1.309,1.098,2.311,0.053,0.114,0,0
20071231,Materials,188,0.003458,0.026411,0.153,0.508,0.409,20.86,1.72%,8.57,9.757,14.391,12.457,14.253,14.792,0.903,2.235,0.314,0.255,0.13,0.13,0.108,0.247,0.043,0.086,0.125,0.127,0.185,0.064,0.138,0.135,0.123,0.313,0.669,0.313,0.384,0.339,0.383,0.488,0.417,0.124,0.081,0.089,0.075,0.679,0.35,1.57,0.401,0.084,0.072,0.373,1.596,1.112,0.544,0.239,0.433,3.73,4.643,70.932,0.248,2.058,1.284,1.02,6.126,8.981,7.307,2.432,1.528,5.805,0.041,0.002,0,0
20071231,Utilities,110,0.001619,0.003478,0.594,0.897,0.689,21.618,3.40%,9.376,8.404,17.163,16.705,17.008,17.125,1.327,1.468,0.351,0.096,0.104,0.103,0.079,0.223,0.074,0.145,0.214,0.077,0.096,0.109,0.097,0.098,0.079,0.491,0.505,0.485,0.571,0.161,0.368,-0.097,0.462,0.09,0.02,0.155,0.119,0.687,0.209,3.498,0.727,0.075,0.063,0.411,1.025,2.287,0.696,0.336,0.559,2.463,2.971,26.472,0.104,1.048,0.787,0.425,13.659,8.962,8.723,1.439,0.709,16.895,0.033,0,0,0
20080131,Communication Services,66,-0.105481,-0.091858,0.246,0.141,0.379,1.766,5.43%,8.346,6.175,8.383,5.425,10.161,10.277,1.336,1.843,0.36,0.276,0.012,0.012,0.029,0.556,0.018,0.076,0.257,0.082,0.116,0.032,0.123,0.051,0.002,0.433,0.487,0.452,0.511,0.027,0.356,0.322,0.695,0.114,0.114,0.159,0.034,0.932,0.215,2.106,0.724,0.084,0.079,0.601,1.902,0.963,0.589,0.39,0.518,1.33,1.497,19.778,0.728,1.523,1.4,0.614,21.402,7.14,9.3,1.709,0.855,7.802,0.087,0,0.004,0
20080131,Consumer Discretionary,697,-0.035991,-0.02882,0,0.536,0.509,13.607,2.32%,9.715,7.552,12.108,12.173,12.269,12.474,0.674,1.529,0.362,0.39,0.081,0.081,0.067,0.348,0.03,0.064,0.098,0.127,0.185,0.043,0.117,0.101,0.074,0.25,0.733,0.25,0.337,0.262,0.259,0.506,0.407,0.152,0.127,0.066,0.088,0.574,0.54,1.123,0.276,0.085,0.076,0.309,2.592,0.964,0.519,0.21,0.414,2.41,3.157,70.634,0.333,1.68,1.084,1.262,5.106,9.772,10.375,2.517,1.863,5.806,0.051,0,0.015,0
20080131,Consumer Staples,171,-0.056533,-0.049601,0.197,1.083,0.41,20.363,2.13%,10.571,10.754,16.086,16.086,16.461,16.595,0.822,2.18,0.348,0.448,0.127,0.127,0.105,0.368,0.041,0.07,0.102,0.147,0.215,0.057,0.139,0.144,0.122,0.257,0.739,0.255,0.333,0.369,0.284,0.561,0.403,0.172,0.109,0.07,0.178,0.606,0.485,1.513,0.306,0.085,0.071,0.335,2.252,1.016,0.516,0.232,0.405,4.524,5.802,55.275,0.245,1.77,1.005,1.392,6.092,10.275,11.33,3.195,2.108,7.352,0.029,0,0.008,0
20080131,Energy,234,-0.074059,-0.097381,0,0.222,0.473,19.988,0.92%,6.793,7.187,10.053,9.872,10.233,10.269,2.465,2.017,0.355,0.195,0.124,0.118,0.086,0.431,0.089,0.158,0.289,0.087,0.108,0.138,0.166,0.121,0.096,0.289,0.698,0.285,0.313,0.04,0.432,-0.333,0.862,0.239,0.109,0.209,0.02,1.098,0.276,0.772,0.346,0.081,0.075,0.41,0.737,0.952,0.494,0.213,0.373,3.617,4.406,40.304,0.381,1.455,1.275,0.415,14.958,6.263,5.913,0.88,0.589,4.904,0.083,0,0,0
20080131,Financials,872,0.005129,-0.006927,0.326,1.009,0.701,14.618,3.03%,12.619,9.011,13,12.925,12.926,13.053,1.579,1.253,0.323,0.042,0.098,0.097,0,0.511,0.11,0.246,0.269,0.24,0.363,0.158,0.023,0.09,0.097,0.365,0.639,0.365,0.61,0,0.263,0.849,0.475,0.015,0.049,0.142,0.291,0.596,0.534,4.84,0.575,0.081,0.065,0.086,54.829,8.533,0.894,0.119,0.894,4.755,6.342,174.679,1.072,2.056,2.056,0.077,10.118,0.051,0.111,0.845,0.477,3.139,0.004,0,0.007,0.202
20080131,Health Care,705,-0.055903,-0.052408,0,0.075,0.294,-1.811,1.32%,-2.028,-0.527,-1.536,-1.479,-1.661,-1.661,3.406,2.872,0.343,0.24,-0.054,-0.064,0,0.386,-0.061,-0.029,0.012,-0.099,-0.112,-0.055,-0.035,-0.038,-0.073,0.046,0.924,0.053,0.11,0.04,0.154,0.702,-0.085,-0.026,0.977,-0.007,0.202,-0.212,0.62,0,0.046,0.097,0.075,0.117,4.327,0.502,0.368,0.08,0.187,-1.101,-0.047,83.192,2.036,3.333,2.823,0.607,3.582,9.28,6.212,1.016,0.791,1.356,0.057,0.119,0,0
20080131,Industrials,589,-0.064706,-0.054033,0.014,0.444,0.434,20.696,1.57%,9.542,8.903,14.235,14.113,14.064,14.565,0.888,1.906,0.345,0.308,0.124,0.123,0.1,0.276,0.044,0.079,0.111,0.139,0.214,0.065,0.135,0.143,0.118,0.224,0.765,0.224,0.291,0.256,0.41,0.609,0.357,0.145,0.134,0.076,0.114,0.575,0.539,1.077,0.265,0.087,0.073,0.269,2.751,0.968,0.505,0.191,0.381,4.498,5.97,73.006,0.297,1.987,1.422,1.176,5.441,10.226,6.387,2.486,1.805,5.299,0.037,0,0,0
20080131,Information Technology,831,-0.107495,-0.126721,0,0.282,0.402,9.905,1.54%,11.835,10.492,13.595,12.937,13.967,14.407,1.672,1.953,0.289,0.379,0.052,0.049,0.009,0.483,0.027,0.037,0.079,0.051,0.073,0.036,0.074,0.054,0.05,0.008,0.979,0.009,0.04,0.078,0.246,0.745,0.312,0.169,0.887,0.069,0.284,0.297,0.804,0,0.007,0.115,0.081,0.023,4.907,0.51,0.345,0.025,0.152,2.852,3.172,70.994,1.297,2.52,2.17,0.82,4.929,7.7,5.861,1.312,1.125,2.35,0.053,0.113,0,0
20080131,Materials,188,-0.04849,-0.050239,0.153,0.491,0.412,19.221,1.97%,8.557,9.265,13.79,12.481,13.612,14.009,0.849,2.162,0.317,0.253,0.135,0.135,0.108,0.247,0.042,0.086,0.124,0.13,0.186,0.063,0.138,0.137,0.125,0.311,0.673,0.31,0.368,0.339,0.388,0.487,0.418,0.125,0.076,0.088,0.075,0.685,0.354,1.565,0.378,0.083,0.071,0.38,1.596,1.112,0.54,0.237,0.433,3.836,4.83,71.064,0.245,2.054,1.284,1.02,6.122,9.16,7.307,2.432,1.522,5.772,0.041,0.002,0,0
20080131,Utilities,110,-0.061545,-0.06871,0.593,0.821,0.689,20.15,3.69%,9.372,7.879,15.716,15.276,15.892,15.907,1.219,1.368,0.351,0.096,0.104,0.103,0.078,0.222,0.074,0.142,0.213,0.077,0.096,0.108,0.097,0.098,0.079,0.491,0.505,0.485,0.564,0.161,0.364,-0.095,0.462,0.09,0.022,0.154,0.118,0.687,0.209,3.491,0.727,0.074,0.063,0.412,1.025,2.287,0.696,0.332,0.557,2.465,2.978,25.978,0.108,1.048,0.787,0.426,13.59,8.977,8.744,1.44,0.712,16.895,0.033,0,0,0
20080229,Communication Services,64,-0.070419,-0.094109,0.187,0.071,0.446,3.429,5.94%,7.672,4.829,3.475,2.896,11.029,11.029,1.178,1.808,0.392,0.272,-0.01,-0.013,0.034,0.559,0.006,0.088,0.265,0.073,0.111,0.011,0.127,0.051,-0.003,0.503,0.454,0.512,0.537,0.03,0.357,0.327,0.714,0.117,0.092,0.147,0.028,1.063,0.216,2.428,0.9,0.083,0.076,0.599,1.853,1.389,0.631,0.461,0.55,1.079,1.176,19.561,0.604,1.374,1.288,0.577,19.376,7.289,9.278,1.74,0.77,8.246,0.097,0,0.004,0
20080229,Consumer Discretionary,692,-0.051793,-0.046828,0,0.473,0.563,12.625,2.39%,8.893,6.541,11.908,11.479,12.25,12.446,0.629,1.424,0.359,0.392,0.081,0.081,0.069,0.352,0.029,0.063,0.098,0.121,0.182,0.041,0.118,0.099,0.08,0.251,0.722,0.251,0.341,0.265,0.263,0.501,0.408,0.146,0.117,0.064,0.078,0.57,0.546,1.182,0.298,0.087,0.076,0.309,2.64,0.973,0.52,0.214,0.421,2.248,2.94,70.069,0.308,1.701,1.048,1.277,5.168,10.012,10.83,2.658,1.851,5.602,0.057,0,0.015,0
20080229,Consumer Staples,172,0.002588,0.000403,0.209,0.98,0.445,18.689,2.14%,10.373,10.022,16.265,16.206,16.314,16.506,0.782,1.998,0.35,0.429,0.127,0.127,0.116,0.34,0.039,0.071,0.103,0.147,0.222,0.057,0.136,0.145,0.122,0.251,0.742,0.251,0.367,0.378,0.285,0.539,0.367,0.173,0.109,0.07,0.165,0.598,0.486,1.324,0.301,0.085,0.071,0.336,2.188,1.001,0.521,0.226,0.413,4.667,5.541,53.812,0.239,1.751,1.02,1.416,6.198,10.275,12.142,3.087,2.102,7.106,0.034,0,0.008,0
20080229,Energy,233,0.0659,0.069535,0,0.276,0.472,19.062,0.87%,7.554,7.128,11.88,11.537,12.701,13.092,2.405,2.05,0.347,0.181,0.12,0.117,0.099,0.465,0.081,0.157,0.289,0.087,0.106,0.137,0.158,0.116,0.103,0.287,0.694,0.286,0.305,0.041,0.452,-0.305,0.786,0.229,0.089,0.198,0.013,1.029,0.289,0.924,0.36,0.084,0.08,0.422,0.768,0.958,0.493,0.221,0.385,3.209,4.054,45.853,0.291,1.372,1.143,0.429,15.756,5.344,5.625,0.871,0.565,4.104,0.089,0,0,0
20080229,Financials,869,-0.052524,-0.100631,0.353,0.992,0.807,13.68,3.15%,13.28,8.63,12.892,12.875,12.634,12.86,1.448,1.164,0.317,0.039,0.085,0.085,0,0.487,0.099,0.231,0.257,0.184,0.317,0.144,0.022,0.077,0.084,0.37,0.626,0.37,0.687,0,0.248,0.855,0.385,0.014,0.044,0.131,0.379,0.374,0.536,5.92,0.577,0.082,0.064,0.085,54.362,8.559,0.895,0.138,0.894,3.569,5.433,215.315,0.959,1.926,1.689,0.077,9.997,0.053,0.111,0.823,0.459,2.498,0.004,0,0.006,0.197
20080229,Health Care,702,-0.018143,-0.020179,0,0.168,0.334,-1.708,1.20%,-1.204,-0.071,-1.348,-1.305,-1.297,-1.297,3.223,2.623,0.349,0.236,-0.054,-0.069,0,0.402,-0.059,-0.024,0.013,-0.099,-0.122,-0.053,-0.041,-0.059,-0.058,0.033,0.938,0.044,0.11,0.034,0.154,0.733,-0.017,0.003,0.929,0.005,0.206,-0.154,0.629,0,0.031,0.096,0.075,0.079,4.328,0.512,0.385,0.074,0.189,-0.351,-0.102,85.59,1.922,3.138,2.798,0.605,3.493,9.4,6.456,0.973,0.768,1.417,0.059,0.12,0,0
20080229,Industrials,587,-0.014558,-0.023506,0,0.449,0.48,19.832,1.63%,9.172,8.421,14.725,14.376,14.209,14.684,0.858,1.836,0.352,0.298,0.124,0.123,0.106,0.275,0.043,0.079,0.11,0.136,0.209,0.064,0.132,0.14,0.114,0.213,0.773,0.21,0.285,0.241,0.403,0.643,0.358,0.156,0.146,0.075,0.115,0.549,0.54,1.145,0.253,0.087,0.073,0.272,2.705,0.965,0.508,0.182,0.371,4.236,5.78,73.691,0.319,1.967,1.402,1.184,5.679,10.733,6.575,2.453,1.727,5.208,0.043,0,0,0
20080229,Information Technology,833,-0.031009,-0.040751,0,0.319,0.439,14.365,1.70%,11.752,10.254,12.702,12.348,13.248,13.739,1.573,1.863,0.292,0.368,0.052,0.047,0.022,0.486,0.027,0.036,0.078,0.048,0.086,0.035,0.074,0.054,0.053,0.005,0.988,0.005,0.03,0.081,0.248,0.759,0.309,0.182,0.879,0.068,0.259,0.286,0.803,0,0.005,0.114,0.079,0.013,4.9,0.497,0.341,0.022,0.143,2.701,2.76,71.94,1.284,2.5,2.166,0.813,4.802,7.876,5.831,1.258,1.067,2.298,0.062,0.112,0,0
20080229,Materials,186,0.010965,0.045149,0.122,0.43,0.468,18.715,1.74%,8.147,8.25,13.761,13.368,13.982,14.279,0.829,2.03,0.311,0.243,0.137,0.137,0.113,0.25,0.047,0.087,0.123,0.133,0.182,0.067,0.137,0.136,0.124,0.283,0.685,0.274,0.352,0.349,0.356,0.491,0.44,0.148,0.084,0.09,0.075,0.635,0.372,1.635,0.368,0.087,0.074,0.346,1.556,1.096,0.54,0.221,0.417,3.862,4.851,70.609,0.247,2.005,1.232,0.997,6.145,9.646,7.704,2.334,1.486,5.684,0.044,0.001,0,0
20080229,Utilities,110,-0.04158,-0.04074,0.586,1.201,0.706,18.197,3.88%,9.303,7.177,15.064,14.692,15.146,15.383,1.116,1.253,0.343,0.095,0.105,0.101,0.081,0.217,0.071,0.143,0.207,0.078,0.096,0.109,0.096,0.098,0.078,0.49,0.502,0.49,0.583,0.17,0.474,-0.1,0.399,0.092,0.022,0.152,0.14,0.646,0.213,3.658,0.718,0.076,0.064,0.407,1.009,2.306,0.697,0.342,0.568,2.455,2.897,30.689,0.097,1,0.763,0.427,14.198,8.53,7.452,1.405,0.714,11.857,0.032,0,0,0
20080331,Communication Services,66,-0.027823,0.037694,0.133,0.118,0.446,1.813,6.62%,7.672,4.623,3.755,3.562,10.349,10.349,1.106,2.009,0.391,0.272,-0.012,-0.013,0.036,0.559,0.006,0.062,0.261,0.068,0.109,0.011,0.127,0.049,-0.012,0.502,0.464,0.507,0.531,0.03,0.357,0.335,0.633,0.117,0.093,0.138,0.028,1.046,0.224,2.409,0.821,0.083,0.077,0.574,1.858,1.389,0.631,0.435,0.543,1.086,1.193,20.904,0.604,1.374,1.261,0.577,17.887,7.288,9.363,1.825,0.79,8.266,0.097,0,0.004,0
20080331,Consumer Discretionary,687,-0.020762,-0.012628,0,0.581,0.598,12.111,2.36%,8.666,6.322,11.884,11.406,12.074,12.379,0.614,1.395,0.36,0.393,0.076,0.077,0.073,0.353,0.028,0.064,0.098,0.121,0.173,0.04,0.116,0.098,0.076,0.249,0.722,0.25,0.348,0.266,0.264,0.504,0.403,0.142,0.113,0.064,0.082,0.573,0.539,1.219,0.3,0.087,0.078,0.299,2.621,0.983,0.529,0.215,0.419,2.126,2.867,68.167,0.293,1.687,1.046,1.286,5.383,10.269,10.675,2.656,1.838,5.803,0.059,0,0.015,0
20080331,Consumer Staples,172,0.002706,0.032592,0.21,1.019,0.452,19.192,2.10%,10.328,10.473,16.394,16.153,16.129,16.457,0.806,2.031,0.351,0.432,0.127,0.127,0.115,0.34,0.039,0.073,0.103,0.146,0.21,0.057,0.136,0.145,0.12,0.251,0.74,0.251,0.367,0.378,0.282,0.546,0.367,0.173,0.114,0.07,0.165,0.605,0.486,1.324,0.305,0.085,0.071,0.337,2.302,1.036,0.521,0.227,0.414,4.639,5.4,53.812,0.242,1.751,1.02,1.416,6.198,10.422,12.117,3.087,2.102,7.106,0.033,0,0.008,0
20080331,Energy,233,-0.025578,-0.027974,0,0.255,0.471,19.924,0.91%,7.554,6.951,11.675,11.134,12.024,12.2,2.395,2.072,0.347,0.181,0.117,0.114,0.1,0.465,0.081,0.157,0.289,0.087,0.106,0.137,0.158,0.116,0.103,0.287,0.693,0.286,0.306,0.041,0.449,-0.305,0.786,0.232,0.09,0.198,0.013,1.029,0.289,0.924,0.363,0.085,0.08,0.425,0.758,0.955,0.489,0.221,0.383,3.265,4.071,44.147,0.309,1.372,1.143,0.429,15.756,5.252,5.629,0.868,0.563,4.323,0.089,0,0,0
20080331,Financials,869,-0.013161,-0.028921,0.347,1.021,0.808,13.973,3.12%,13.199,8.594,13.235,13.235,12.941,13.181,1.462,1.155,0.317,0.039,0.085,0.085,0,0.487,0.099,0.23,0.257,0.173,0.317,0.144,0.022,0.077,0.084,0.367,0.628,0.369,0.685,0,0.25,0.855,0.348,0.014,0.045,0.131,0.379,0.362,0.536,5.877,0.574,0.082,0.064,0.085,54.362,8.512,0.895,0.138,0.894,3.569,5.255,208.399,0.959,1.814,1.665,0.078,9.969,0.053,0.111,0.821,0.455,2.421,0.004,0,0.006,0.197
20080331,Health Care,698,-0.065718,-0.042485,0,0.157,0.335,-1.472,1.30%,-1.225,0.171,-1.134,-1.09,-1.106,-1.106,3.049,2.486,0.35,0.235,-0.056,-0.07,0,0.399,-0.059,-0.024,0.016,-0.099,-0.124,-0.053,-0.041,-0.063,-0.058,0.035,0.937,0.044,0.112,0.033,0.153,0.727,-0.008,0.003,0.929,0.005,0.209,-0.147,0.627,0,0.033,0.096,0.075,0.079,4.346,0.522,0.387,0.077,0.193,-0.351,-0.102,85.991,1.988,3.138,2.786,0.597,3.493,9.528,6.453,0.981,0.769,1.419,0.06,0.123,0,0
20080331,Industrials,587,-0.014864,0.02029,0,0.447,0.49,19.712,1.60%,9.058,8.048,14.493,14.221,13.908,14.463,0.831,1.819,0.353,0.298,0.124,0.122,0.105,0.275,0.042,0.079,0.109,0.135,0.208,0.063,0.132,0.14,0.114,0.211,0.775,0.208,0.285,0.241,0.405,0.632,0.357,0.154,0.143,0.074,0.112,0.549,0.539,1.148,0.251,0.087,0.073,0.269,2.705,0.969,0.505,0.183,0.371,4.119,5.739,74.465,0.316,1.961,1.399,1.178,5.699,10.721,6.575,2.445,1.73,5.257,0.043,0,0,0
20080331,Information Technology,831,-0.027838,0.006675,0,0.322,0.447,14.549,1.62%,11.616,9.752,12.529,12.289,12.613,13.226,1.511,1.778,0.292,0.368,0.054,0.05,0.024,0.49,0.028,0.036,0.08,0.053,0.089,0.036,0.076,0.054,0.054,0.005,0.99,0.005,0.028,0.081,0.248,0.762,0.313,0.181,0.874,0.07,0.259,0.299,0.804,0,0.005,0.115,0.079,0.011,4.882,0.495,0.341,0.019,0.145,2.879,2.736,71.752,1.283,2.517,2.178,0.811,4.757,7.834,5.838,1.256,1.065,2.288,0.059,0.112,0,0
20080331,Materials,183,-0.021936,-0.021699,0.123,0.465,0.465,18.884,1.89%,8.274,8.403,13.497,12.686,13.862,14.174,0.847,2.031,0.31,0.237,0.135,0.135,0.113,0.252,0.05,0.089,0.125,0.133,0.181,0.068,0.137,0.136,0.124,0.285,0.683,0.283,0.352,0.351,0.359,0.491,0.44,0.147,0.085,0.093,0.075,0.636,0.362,1.639,0.375,0.086,0.074,0.348,1.563,1.114,0.539,0.226,0.419,3.883,4.872,71.631,0.247,2.006,1.232,0.995,6.08,9.646,7.677,2.334,1.481,5.544,0.044,0.002,0,0
20080331,Utilities,109,-0.002792,0.00978,0.586,1.22,0.706,18.723,3.94%,9.312,7.203,15.064,14.756,15.274,15.489,1.1,1.273,0.343,0.096,0.107,0.102,0.081,0.221,0.071,0.143,0.211,0.079,0.096,0.11,0.096,0.098,0.079,0.491,0.501,0.49,0.583,0.172,0.477,-0.1,0.4,0.093,0.021,0.154,0.141,0.646,0.212,3.658,0.718,0.076,0.064,0.407,1.006,2.308,0.698,0.343,0.569,2.433,2.897,30.099,0.091,0.998,0.756,0.431,14.198,8.591,7.455,1.409,0.715,11.987,0.032,0,0,0
20080430,Communication Services,65,0.022567,0.057517,0.133,0.058,0.446,4.101,6.18%,7.653,4.274,3.429,3.395,10.465,10.465,1.186,2.023,0.391,0.268,-0.016,-0.031,0.043,0.571,0.009,0.08,0.262,0.076,0.111,0.018,0.127,0.051,-0.012,0.5,0.472,0.505,0.53,0.03,0.362,0.34,0.719,0.118,0.093,0.139,0.027,1.059,0.22,2.341,0.821,0.083,0.077,0.586,1.856,1.394,0.629,0.433,0.541,1.103,1.21,20.904,0.578,1.38,1.263,0.577,16.398,7.288,9.278,1.825,0.777,8.256,0.096,0,0.004,0
20080430,Consumer Discretionary,688,0.018681,0.041773,0,0.568,0.597,12.485,2.32%,8.546,6.511,12.175,11.833,12.365,12.61,0.649,1.402,0.359,0.391,0.077,0.077,0.072,0.354,0.028,0.063,0.098,0.121,0.174,0.04,0.116,0.098,0.075,0.249,0.722,0.249,0.348,0.261,0.267,0.502,0.398,0.141,0.113,0.063,0.084,0.571,0.54,1.219,0.297,0.087,0.078,0.299,2.621,0.983,0.528,0.218,0.42,2.12,2.857,67.07,0.29,1.687,1.05,1.288,5.495,10.308,10.752,2.62,1.831,5.873,0.057,0,0.015,0
20080430,Consumer Staples,172,0.013943,0.00228,0.21,1.015,0.456,20.286,2.23%,10.173,9.656,16.124,16.014,16.056,16.625,0.785,2.045,0.35,0.433,0.127,0.127,0.115,0.339,0.038,0.073,0.103,0.147,0.218,0.057,0.136,0.143,0.12,0.251,0.74,0.251,0.367,0.381,0.282,0.552,0.372,0.173,0.11,0.07,0.171,0.605,0.486,1.324,0.305,0.085,0.07,0.338,2.302,1.036,0.521,0.227,0.414,4.667,5.541,51.625,0.222,1.718,1.01,1.416,6.198,10.524,12.011,3.087,2.102,7.127,0.033,0,0.008,0
20080430,Energy,231,0.106777,0.10998,0,0.264,0.47,22.165,0.82%,7.554,7.762,12.728,12.511,13.124,13.52,2.767,2.224,0.346,0.181,0.115,0.114,0.099,0.466,0.081,0.159,0.293,0.086,0.104,0.138,0.158,0.114,0.103,0.288,0.693,0.287,0.304,0.04,0.449,-0.301,0.796,0.232,0.09,0.202,0.013,1.026,0.289,0.931,0.365,0.085,0.08,0.427,0.758,0.953,0.487,0.212,0.382,3.209,4.054,43.31,0.309,1.372,1.143,0.421,15.884,5.093,5.654,0.838,0.529,4.104,0.091,0,0,0
20080430,Financials,863,-0.006882,0.051738,0.345,0.985,0.809,13.762,3.15%,13.191,8.561,13.034,13.029,12.776,13,1.403,1.148,0.317,0.039,0.085,0.085,0,0.487,0.099,0.23,0.257,0.173,0.246,0.144,0.022,0.077,0.084,0.369,0.628,0.369,0.687,0,0.25,0.854,0.316,0.014,0.045,0.13,0.381,0.362,0.551,5.887,0.574,0.082,0.064,0.085,54.503,8.544,0.895,0.139,0.894,3.574,5.344,208.153,0.889,1.689,1.636,0.078,10.007,0.053,0.111,0.822,0.456,2.356,0.004,0,0.006,0.197
20080430,Health Care,696,0.018925,0.009692,0,0.143,0.335,-1.442,1.23%,-1.247,-0.071,-1.082,-1.015,-0.969,-0.969,3.084,2.509,0.35,0.228,-0.054,-0.07,0,0.399,-0.062,-0.028,0.012,-0.104,-0.13,-0.058,-0.041,-0.065,-0.058,0.033,0.932,0.044,0.112,0.033,0.153,0.729,-0.016,-0.002,0.924,0.003,0.208,-0.176,0.627,0,0.033,0.097,0.075,0.08,4.376,0.523,0.39,0.078,0.201,-0.351,-0.234,85.209,1.917,3.069,2.761,0.588,3.493,9.491,6.451,0.965,0.754,1.41,0.06,0.12,0,0
20080430,Industrials,589,0.032291,0.02717,0,0.449,0.496,20.192,1.55%,9.008,8.168,14.82,14.474,14.581,14.926,0.85,1.922,0.353,0.298,0.124,0.123,0.102,0.275,0.042,0.079,0.11,0.135,0.209,0.063,0.133,0.14,0.114,0.21,0.775,0.206,0.284,0.241,0.403,0.632,0.359,0.154,0.146,0.073,0.112,0.548,0.54,1.136,0.249,0.087,0.073,0.264,2.727,0.98,0.507,0.182,0.371,4.119,5.74,74.639,0.317,1.961,1.396,1.181,5.685,10.714,6.612,2.461,1.737,5.328,0.044,0,0,0
20080430,Information Technology,827,0.039218,0.068401,0,0.325,0.451,14.15,1.53%,11.581,10.195,12.703,12.113,13.325,13.573,1.545,1.818,0.292,0.367,0.054,0.05,0.025,0.489,0.028,0.037,0.08,0.057,0.088,0.037,0.076,0.054,0.054,0.004,0.991,0.005,0.027,0.08,0.248,0.762,0.316,0.18,0.877,0.071,0.258,0.299,0.803,0,0.004,0.114,0.079,0.008,4.882,0.494,0.341,0.018,0.141,2.929,2.736,70.931,1.284,2.515,2.174,0.808,4.754,7.742,5.838,1.252,1.06,2.288,0.057,0.111,0,0
20080430,Materials,184,0.033723,0.066063,0.123,0.411,0.467,19.919,1.80%,8.272,9.003,14.035,13.428,14.683,14.912,0.88,2.153,0.308,0.24,0.135,0.135,0.113,0.253,0.05,0.088,0.125,0.133,0.181,0.068,0.138,0.135,0.122,0.284,0.686,0.281,0.353,0.351,0.363,0.523,0.434,0.147,0.085,0.09,0.076,0.635,0.361,1.639,0.381,0.086,0.074,0.346,1.586,1.105,0.54,0.228,0.42,3.957,4.944,71.983,0.248,2.008,1.232,0.997,6.038,9.646,7.605,2.333,1.469,5.541,0.042,0.001,0,0
20080430,Utilities,110,0.05565,0.05914,0.583,1.296,0.706,19.414,3.72%,9.329,7.513,15.702,15.33,16.269,16.357,1.162,1.317,0.341,0.095,0.105,0.101,0.082,0.217,0.071,0.143,0.207,0.078,0.096,0.11,0.096,0.098,0.079,0.493,0.5,0.492,0.583,0.17,0.476,-0.088,0.399,0.092,0.022,0.156,0.141,0.646,0.211,3.658,0.718,0.076,0.064,0.407,1.009,2.306,0.7,0.344,0.57,2.428,2.89,29.509,0.097,1,0.763,0.431,14.209,8.621,7.519,1.409,0.716,11.857,0.032,0,0,0
20080531,Communication Services,64,0.07483,0.040211,0.241,0.429,0.502,9.696,6.20%,7.182,6.233,4.031,4.031,9.965,9.997,1.208,2,0.383,0.273,0.011,-0.004,0.049,0.567,0.009,0.085,0.261,0.089,0.131,0.017,0.126,0.07,0.005,0.471,0.458,0.499,0.557,0.025,0.39,0.317,0.832,0.131,0.091,0.139,0.024,1.054,0.203,2.263,0.808,0.081,0.076,0.636,1.881,1.337,0.617,0.427,0.557,1.163,1.37,21.067,0.6,1.359,1.335,0.578,19.748,7.269,9.463,1.807,0.795,9.248,0.092,0,0.004,0
